Maintenance_ID,Maintenance_Date,Plant_ID,Equipment_ID,Maintenance_Type,Action_Taken,Downtime_Min,Maintenance_Cost_USD,Technician_Team
MT-00755,2025-03-27 22:00:00,19,EQ-00490,Component Replacement,Loose connection repaired,64,2466.7,Team B
MT-00756,2025-12-25 17:00:00,8,EQ-00191,Corrective Maintenance,Cable inspection completed,83,492.44,Team D
MT-00757,2025-08-12 06:45:00,5,EQ-00112,Inspection,Sensor recalibrated,338,1328.05,Team A
MT-00758,2025-09-19 05:00:00,2,EQ-00054,Cleaning,Panel cleaning completed,228,587.84,Team D
MT-00759,2025-04-16 13:30:00,18,EQ-00460,Corrective Maintenance,Loose connection repaired,201,262.68,Team B
MT-00760,2025-03-18 23:45:00,6,EQ-00147,Corrective Maintenance,Breaker replaced,317,809.12,Team D
MT-00761,2025-07-17 18:15:00,15,EQ-00379,Cleaning,Breaker replaced,253,1838.52,Team D
MT-00762,2025-05-06 03:00:00,19,EQ-00499,Component Replacement,Cable inspection completed,170,1933.44,Team C
MT-00763,2025-12-31 00:00:00,16,EQ-00411,Cleaning,Breaker replaced,230,2347.56,Team B
MT-00764,2025-11-19 02:15:00,4,EQ-00084,Preventive Maintenance,Firmware updated,188,525.12,Team A
MT-00765,2025-03-19 04:45:00,18,EQ-00474,Inspection,Transformer cooling checked,134,2044.26,Team C
MT-00766,2025-04-11 18:00:00,17,EQ-00445,Cleaning,Breaker replaced,200,914.87,Team D
MT-00767,2025-10-07 19:30:00,11,EQ-00284,Corrective Maintenance,Sensor recalibrated,30,233.14,Team A
MT-00768,2025-01-26 21:15:00,12,EQ-00318,Cleaning,Inverter reset performed,220,553.95,Team D
MT-00769,2025-08-18 05:00:00,2,EQ-00046,Component Replacement,Panel cleaning completed,129,1147.6,Team C
MT-00770,2025-07-27 11:15:00,15,EQ-00392,Cleaning,Sensor recalibrated,25,950.77,Team C
MT-00771,2025-06-14 17:00:00,1,EQ-00023,Corrective Maintenance,Transformer cooling checked,345,2092.61,Team B
MT-00772,2025-04-20 06:15:00,20,EQ-00522,Inspection,Loose connection repaired,156,340.1,Team C
MT-00773,2025-02-12 01:15:00,1,EQ-00025,Component Replacement,Cable inspection completed,68,1450.5,Team C
MT-00774,2025-07-28 07:30:00,10,EQ-00256,Inspection,Sensor recalibrated,310,714.81,Team D
MT-00775,2025-06-12 23:00:00,3,EQ-00081,Inspection,Loose connection repaired,211,1820.63,Team D
MT-00776,2025-04-11 10:00:00,18,EQ-00468,Inspection,Firmware updated,316,2293.36,Team A
MT-00777,2025-10-16 11:45:00,4,EQ-00100,Corrective Maintenance,Cable inspection completed,68,375.46,Team C
MT-00778,2025-05-07 01:15:00,4,EQ-00105,Cleaning,Sensor recalibrated,40,742.97,Team B
MT-00779,2025-12-09 02:45:00,4,EQ-00095,Cleaning,Transformer cooling checked,314,1918.23,Team D
MT-00780,2025-10-31 16:15:00,16,EQ-00413,Corrective Maintenance,Sensor recalibrated,165,2139.53,Team A
MT-00781,2025-09-18 11:15:00,10,EQ-00254,Preventive Maintenance,Breaker replaced,185,2174.54,Team D
MT-00782,2025-03-25 02:45:00,18,EQ-00468,Component Replacement,Sensor recalibrated,300,1195.95,Team A
MT-00783,2025-03-29 04:45:00,6,EQ-00146,Cleaning,Firmware updated,121,302.53,Team C
MT-00784,2025-04-24 23:45:00,16,EQ-00410,Component Replacement,Transformer cooling checked,193,274.32,Team A
MT-00785,2025-06-27 11:00:00,18,EQ-00482,Preventive Maintenance,Breaker replaced,341,535.35,Team D
MT-00786,2025-07-29 03:45:00,10,EQ-00244,Corrective Maintenance,Sensor recalibrated,319,1118.78,Team C
MT-00787,2025-07-29 09:15:00,7,EQ-00179,Preventive Maintenance,Loose connection repaired,269,1589.98,Team C
MT-00788,2025-09-17 00:45:00,2,EQ-00039,Cleaning,Panel cleaning completed,19,1676.01,Team D
MT-00789,2025-06-30 07:45:00,18,EQ-00479,Preventive Maintenance,Panel cleaning completed,101,2284.3,Team C
MT-00790,2025-05-29 02:30:00,11,EQ-00277,Corrective Maintenance,Firmware updated,58,1824.98,Team B
MT-00791,2025-12-29 14:00:00,12,EQ-00315,Inspection,Firmware updated,108,2278.54,Team B
MT-00792,2025-12-22 14:45:00,11,EQ-00292,Component Replacement,Panel cleaning completed,267,488.56,Team D
MT-00793,2025-10-17 07:00:00,4,EQ-00107,Corrective Maintenance,Firmware updated,41,1831.68,Team A
MT-00794,2025-02-02 00:30:00,19,EQ-00509,Corrective Maintenance,Sensor recalibrated,210,1598.16,Team D
MT-00795,2025-04-02 23:30:00,3,EQ-00062,Corrective Maintenance,Panel cleaning completed,151,835.51,Team D
MT-00796,2025-02-12 00:45:00,8,EQ-00206,Component Replacement,Inverter reset performed,85,1641.14,Team C
MT-00797,2025-03-27 10:45:00,6,EQ-00144,Inspection,Cable inspection completed,52,117.35,Team C
MT-00798,2025-07-03 19:00:00,6,EQ-00137,Preventive Maintenance,Breaker replaced,179,1518.55,Team B
MT-00799,2025-08-20 00:45:00,19,EQ-00489,Inspection,Loose connection repaired,331,974.09,Team A
MT-00800,2025-08-27 00:15:00,20,EQ-00525,Cleaning,Breaker replaced,42,1138.82,Team D
MT-00801,2025-11-29 04:30:00,20,EQ-00515,Preventive Maintenance,Firmware updated,244,2134.77,Team A
MT-00802,2025-03-14 21:00:00,6,EQ-00145,Preventive Maintenance,Sensor recalibrated,332,410.79,Team C
MT-00803,2025-11-14 13:45:00,9,EQ-00242,Cleaning,Firmware updated,198,1458.49,Team D
MT-00804,2025-10-09 23:00:00,14,EQ-00378,Inspection,Firmware updated,159,1848.6,Team C
MT-00805,2025-07-31 08:45:00,14,EQ-00356,Component Replacement,Panel cleaning completed,131,1357.13,Team C
MT-00806,2025-08-13 12:30:00,5,EQ-00112,Corrective Maintenance,Breaker replaced,273,1314.92,Team C
MT-00807,2025-09-22 18:00:00,8,EQ-00195,Cleaning,Inverter reset performed,297,607.65,Team D
MT-00808,2025-02-27 06:15:00,13,EQ-00338,Component Replacement,Transformer cooling checked,186,1853.82,Team D
MT-00809,2025-04-12 09:30:00,7,EQ-00167,Preventive Maintenance,Panel cleaning completed,36,512.34,Team C
MT-00810,2025-09-24 23:30:00,4,EQ-00108,Inspection,Cable inspection completed,140,657.11,Team D
MT-00811,2025-06-11 23:30:00,1,EQ-00006,Preventive Maintenance,Transformer cooling checked,158,1908.75,Team A
MT-00812,2025-01-08 17:30:00,7,EQ-00180,Inspection,Transformer cooling checked,84,853.68,Team C
MT-00813,2025-08-08 18:30:00,17,EQ-00446,Preventive Maintenance,Breaker replaced,51,1848.62,Team B
MT-00814,2025-09-03 09:45:00,18,EQ-00463,Cleaning,Loose connection repaired,58,1508.13,Team B
MT-00815,2025-07-02 14:15:00,11,EQ-00294,Corrective Maintenance,Inverter reset performed,113,1137.16,Team D
MT-00816,2025-01-24 08:45:00,12,EQ-00300,Component Replacement,Inverter reset performed,76,1760.96,Team D
MT-00817,2025-06-05 02:30:00,3,EQ-00073,Component Replacement,Panel cleaning completed,340,1942.68,Team C
MT-00818,2025-09-02 19:15:00,9,EQ-00240,Cleaning,Transformer cooling checked,327,998.2,Team D
MT-00819,2025-09-05 15:30:00,20,EQ-00540,Component Replacement,Inverter reset performed,110,671.25,Team D
MT-00820,2025-01-20 17:00:00,13,EQ-00335,Cleaning,Loose connection repaired,218,1864.67,Team A
MT-00821,2025-10-05 22:45:00,9,EQ-00239,Preventive Maintenance,Breaker replaced,326,478.81,Team A
MT-00822,2025-08-16 16:00:00,3,EQ-00075,Inspection,Panel cleaning completed,313,1189.62,Team B
MT-00823,2025-08-09 13:15:00,18,EQ-00475,Preventive Maintenance,Loose connection repaired,115,407.95,Team C
MT-00824,2025-10-29 05:45:00,16,EQ-00432,Corrective Maintenance,Breaker replaced,241,338.03,Team D
MT-00825,2025-11-27 09:00:00,14,EQ-00378,Cleaning,Firmware updated,167,857.61,Team B
MT-00826,2025-10-19 18:00:00,6,EQ-00148,Cleaning,Cable inspection completed,187,641.47,Team B
MT-00827,2025-10-02 01:15:00,3,EQ-00070,Corrective Maintenance,Loose connection repaired,358,1881.71,Team B
MT-00828,2025-07-05 06:45:00,8,EQ-00194,Corrective Maintenance,Loose connection repaired,139,1640.16,Team C
MT-00829,2025-09-10 05:45:00,1,EQ-00027,Preventive Maintenance,Sensor recalibrated,167,1945.98,Team A
MT-00830,2025-12-22 14:45:00,20,EQ-00535,Corrective Maintenance,Sensor recalibrated,161,1817.34,Team D
MT-00831,2025-06-24 15:45:00,16,EQ-00420,Corrective Maintenance,Sensor recalibrated,200,1020.44,Team C
MT-00832,2025-02-21 19:45:00,8,EQ-00216,Inspection,Firmware updated,279,247.99,Team A
MT-00833,2025-03-22 06:30:00,13,EQ-00329,Inspection,Inverter reset performed,357,1794.58,Team C
MT-00834,2025-01-14 02:30:00,5,EQ-00123,Preventive Maintenance,Inverter reset performed,93,1746.32,Team B
MT-00835,2025-03-12 08:45:00,18,EQ-00469,Cleaning,Firmware updated,108,530.54,Team D
MT-00836,2025-05-05 18:00:00,10,EQ-00259,Corrective Maintenance,Inverter reset performed,194,1373.09,Team D
MT-00837,2025-05-04 14:45:00,2,EQ-00036,Corrective Maintenance,Inverter reset performed,43,1656.26,Team B
MT-00838,2025-02-18 01:45:00,19,EQ-00503,Component Replacement,Loose connection repaired,141,2029.53,Team A
MT-00839,2025-01-03 10:00:00,18,EQ-00467,Cleaning,Sensor recalibrated,46,1941.3,Team B
MT-00840,2025-07-10 15:45:00,16,EQ-00431,Component Replacement,Cable inspection completed,93,2099.4,Team C
MT-00841,2025-07-28 12:00:00,9,EQ-00232,Cleaning,Sensor recalibrated,91,2452.75,Team C
MT-00842,2025-10-17 22:00:00,7,EQ-00167,Cleaning,Panel cleaning completed,195,2472.45,Team C
MT-00843,2025-07-15 07:45:00,10,EQ-00253,Preventive Maintenance,Sensor recalibrated,250,272.66,Team B
MT-00844,2025-03-23 17:00:00,17,EQ-00454,Cleaning,Breaker replaced,55,1540.14,Team D
MT-00845,2025-02-16 15:00:00,7,EQ-00188,Component Replacement,Panel cleaning completed,297,453.14,Team C
MT-00846,2025-06-27 10:00:00,18,EQ-00477,Cleaning,Cable inspection completed,205,2111.23,Team C
MT-00847,2025-09-17 05:00:00,7,EQ-00165,Corrective Maintenance,Panel cleaning completed,40,597.56,Team D
MT-00848,2025-10-29 10:15:00,7,EQ-00185,Cleaning,Inverter reset performed,43,2173.01,Team B
MT-00849,2025-04-19 02:00:00,10,EQ-00249,Preventive Maintenance,Panel cleaning completed,255,2407.31,Team A
MT-00850,2025-09-14 08:30:00,3,EQ-00066,Corrective Maintenance,Sensor recalibrated,317,1147.33,Team A
MT-00851,2025-07-01 12:15:00,9,EQ-00227,Cleaning,Firmware updated,349,455.6,Team D
MT-00852,2025-08-24 09:15:00,15,EQ-00382,Corrective Maintenance,Cable inspection completed,108,1522.77,Team B
MT-00853,2025-11-15 18:00:00,11,EQ-00279,Cleaning,Sensor recalibrated,239,251.62,Team C
MT-00854,2025-02-24 02:30:00,7,EQ-00172,Component Replacement,Sensor recalibrated,80,1967.69,Team B
MT-00855,2025-09-20 05:45:00,2,EQ-00047,Inspection,Breaker replaced,68,2061.87,Team A
MT-00856,2025-08-15 22:30:00,8,EQ-00208,Corrective Maintenance,Breaker replaced,218,1145.15,Team C
MT-00857,2025-12-04 12:00:00,17,EQ-00447,Inspection,Cable inspection completed,166,703.47,Team D
MT-00858,2025-07-25 14:15:00,20,EQ-00536,Inspection,Firmware updated,261,1652.45,Team D
MT-00859,2025-02-20 00:45:00,13,EQ-00344,Preventive Maintenance,Transformer cooling checked,353,249.14,Team B
MT-00860,2025-04-22 13:45:00,20,EQ-00515,Corrective Maintenance,Cable inspection completed,178,731.79,Team A
MT-00861,2025-12-03 07:15:00,17,EQ-00442,Cleaning,Loose connection repaired,275,2313.64,Team A
MT-00862,2025-05-15 04:45:00,3,EQ-00079,Corrective Maintenance,Breaker replaced,128,1813.95,Team D
MT-00863,2025-03-26 03:30:00,7,EQ-00175,Preventive Maintenance,Sensor recalibrated,342,1565.63,Team D
MT-00864,2025-09-28 15:45:00,17,EQ-00442,Component Replacement,Cable inspection completed,242,2165.02,Team C
MT-00865,2025-06-15 23:45:00,7,EQ-00173,Cleaning,Loose connection repaired,36,1032.64,Team D
MT-00866,2025-06-17 21:30:00,2,EQ-00028,Preventive Maintenance,Panel cleaning completed,142,773.3,Team A
MT-00867,2025-08-13 19:00:00,2,EQ-00037,Corrective Maintenance,Panel cleaning completed,177,465.99,Team D
MT-00868,2025-03-03 09:00:00,12,EQ-00320,Corrective Maintenance,Firmware updated,34,71.71,Team D
MT-00869,2025-09-09 04:30:00,6,EQ-00144,Preventive Maintenance,Panel cleaning completed,343,2178.68,Team A
MT-00870,2025-01-11 20:30:00,3,EQ-00074,Corrective Maintenance,Breaker replaced,95,866.05,Team D
MT-00871,2025-09-21 01:00:00,19,EQ-00505,Component Replacement,Cable inspection completed,312,940.21,Team D
MT-00872,2025-02-01 05:45:00,2,EQ-00052,Cleaning,Transformer cooling checked,330,1525.02,Team B
MT-00873,2025-06-24 11:45:00,15,EQ-00382,Preventive Maintenance,Breaker replaced,264,1795.94,Team B
MT-00874,2025-09-12 01:30:00,5,EQ-00118,Preventive Maintenance,Cable inspection completed,170,1499.55,Team C
MT-00875,2025-09-06 14:45:00,15,EQ-00390,Cleaning,Firmware updated,295,1005.35,Team C
MT-00876,2025-07-03 03:45:00,1,EQ-00014,Component Replacement,Cable inspection completed,277,374.83,Team B
MT-00877,2025-02-22 14:45:00,8,EQ-00211,Preventive Maintenance,Loose connection repaired,69,620.51,Team A
MT-00878,2025-03-05 12:45:00,17,EQ-00445,Cleaning,Inverter reset performed,223,1951.73,Team D
MT-00879,2025-09-12 18:15:00,8,EQ-00196,Cleaning,Inverter reset performed,188,514.29,Team C
MT-00880,2025-01-02 18:00:00,3,EQ-00077,Component Replacement,Cable inspection completed,120,1459.01,Team C
MT-00881,2025-12-22 19:45:00,16,EQ-00412,Inspection,Panel cleaning completed,354,1190.13,Team A
MT-00882,2025-10-08 14:30:00,10,EQ-00261,Preventive Maintenance,Transformer cooling checked,220,2420.51,Team D
MT-00883,2025-09-16 12:00:00,17,EQ-00433,Preventive Maintenance,Breaker replaced,205,1873.84,Team D
MT-00884,2025-01-20 12:45:00,1,EQ-00021,Corrective Maintenance,Panel cleaning completed,80,50.21,Team A
MT-00885,2025-06-11 02:45:00,4,EQ-00099,Preventive Maintenance,Panel cleaning completed,254,527.65,Team B
MT-00886,2025-05-01 07:30:00,2,EQ-00036,Component Replacement,Sensor recalibrated,73,1822.86,Team D
MT-00887,2025-01-10 10:30:00,10,EQ-00250,Inspection,Breaker replaced,40,775.38,Team A
MT-00888,2025-06-27 09:30:00,16,EQ-00414,Inspection,Cable inspection completed,70,1496.07,Team D
MT-00889,2025-11-06 14:45:00,20,EQ-00516,Corrective Maintenance,Transformer cooling checked,322,2138.62,Team D
MT-00890,2025-11-02 20:00:00,19,EQ-00498,Corrective Maintenance,Transformer cooling checked,245,1706.67,Team C
MT-00891,2025-03-14 15:00:00,4,EQ-00082,Cleaning,Cable inspection completed,32,312.71,Team D
MT-00892,2025-12-09 02:15:00,5,EQ-00109,Cleaning,Transformer cooling checked,87,1538.9,Team B
MT-00893,2025-05-14 19:00:00,20,EQ-00520,Corrective Maintenance,Inverter reset performed,348,409.47,Team A
MT-00894,2025-02-24 04:30:00,20,EQ-00526,Preventive Maintenance,Transformer cooling checked,288,145.79,Team C
MT-00895,2025-08-14 23:15:00,15,EQ-00405,Corrective Maintenance,Inverter reset performed,204,1087.51,Team B
MT-00896,2025-01-17 06:30:00,12,EQ-00304,Component Replacement,Sensor recalibrated,57,2371.31,Team A
MT-00897,2025-02-18 23:45:00,11,EQ-00272,Corrective Maintenance,Breaker replaced,28,725.5,Team A
MT-00898,2025-08-22 10:45:00,1,EQ-00010,Inspection,Breaker replaced,90,750.88,Team D
MT-00899,2025-10-11 13:00:00,15,EQ-00379,Inspection,Firmware updated,55,1981.74,Team B
MT-00900,2025-12-27 15:30:00,9,EQ-00225,Inspection,Breaker replaced,224,680.09,Team C
MT-00901,2025-05-04 05:30:00,19,EQ-00511,Cleaning,Panel cleaning completed,44,1006.56,Team A
MT-00902,2025-03-29 18:30:00,6,EQ-00147,Preventive Maintenance,Sensor recalibrated,120,977.31,Team B
MT-00903,2025-03-05 00:45:00,5,EQ-00126,Cleaning,Transformer cooling checked,182,1130.67,Team B
MT-00904,2025-07-04 01:15:00,19,EQ-00510,Preventive Maintenance,Cable inspection completed,147,2368.81,Team A
MT-00905,2025-06-07 11:15:00,11,EQ-00275,Inspection,Loose connection repaired,228,1303.14,Team A
MT-00906,2025-02-02 13:30:00,11,EQ-00287,Component Replacement,Loose connection repaired,234,2413.3,Team D
MT-00907,2025-06-13 21:15:00,3,EQ-00072,Cleaning,Firmware updated,86,1452.13,Team C
MT-00908,2025-11-18 17:30:00,10,EQ-00245,Corrective Maintenance,Sensor recalibrated,25,1840.86,Team C
MT-00909,2025-04-29 13:15:00,3,EQ-00064,Corrective Maintenance,Inverter reset performed,172,1956.03,Team D
MT-00910,2025-08-11 02:30:00,2,EQ-00029,Inspection,Firmware updated,73,1461.09,Team B
MT-00911,2025-02-21 14:45:00,12,EQ-00318,Preventive Maintenance,Transformer cooling checked,280,2005.9,Team B
MT-00912,2025-12-18 03:30:00,4,EQ-00100,Preventive Maintenance,Loose connection repaired,69,1713.03,Team A
MT-00913,2025-11-14 23:45:00,18,EQ-00480,Component Replacement,Inverter reset performed,334,1980.18,Team A
MT-00914,2025-09-13 20:00:00,1,EQ-00016,Inspection,Transformer cooling checked,18,625.55,Team B
MT-00915,2025-12-25 08:45:00,4,EQ-00099,Component Replacement,Transformer cooling checked,190,233.51,Team A
MT-00916,2025-06-05 14:15:00,18,EQ-00483,Cleaning,Cable inspection completed,327,1844.28,Team B
MT-00917,2025-11-20 15:00:00,11,EQ-00296,Component Replacement,Inverter reset performed,139,905.72,Team D
MT-00918,2025-09-11 14:45:00,15,EQ-00404,Cleaning,Loose connection repaired,233,470.82,Team D
MT-00919,2025-07-19 21:00:00,9,EQ-00233,Preventive Maintenance,Panel cleaning completed,157,175.08,Team C
MT-00920,2025-07-03 17:15:00,18,EQ-00476,Corrective Maintenance,Transformer cooling checked,340,2455.02,Team D
MT-00921,2025-11-10 22:45:00,9,EQ-00236,Preventive Maintenance,Firmware updated,80,1503.92,Team C
MT-00922,2025-05-06 14:00:00,6,EQ-00156,Inspection,Loose connection repaired,265,1875.63,Team C
MT-00923,2025-02-15 05:45:00,20,EQ-00527,Component Replacement,Cable inspection completed,277,2447.07,Team D
MT-00924,2025-03-11 18:45:00,4,EQ-00103,Component Replacement,Panel cleaning completed,291,142.14,Team B
MT-00925,2025-02-17 13:45:00,1,EQ-00015,Inspection,Panel cleaning completed,21,1210.37,Team D
MT-00926,2025-10-15 09:00:00,4,EQ-00083,Cleaning,Loose connection repaired,31,955.48,Team A
MT-00927,2025-10-22 21:15:00,15,EQ-00391,Inspection,Loose connection repaired,278,361.0,Team D
MT-00928,2025-12-28 08:30:00,20,EQ-00532,Corrective Maintenance,Panel cleaning completed,193,1326.13,Team C
MT-00929,2025-04-14 12:15:00,19,EQ-00510,Corrective Maintenance,Loose connection repaired,335,1412.4,Team C
MT-00930,2025-09-18 20:30:00,5,EQ-00129,Component Replacement,Panel cleaning completed,315,847.23,Team A
MT-00931,2025-04-09 12:15:00,3,EQ-00075,Component Replacement,Panel cleaning completed,99,658.08,Team B
MT-00932,2025-01-29 16:15:00,18,EQ-00476,Preventive Maintenance,Transformer cooling checked,156,548.23,Team A
MT-00933,2025-12-05 15:30:00,20,EQ-00515,Preventive Maintenance,Cable inspection completed,241,1148.42,Team B
MT-00934,2025-02-04 18:30:00,2,EQ-00039,Corrective Maintenance,Inverter reset performed,192,1573.5,Team A
MT-00935,2025-04-23 13:45:00,2,EQ-00048,Inspection,Panel cleaning completed,178,873.43,Team A
MT-00936,2025-12-06 06:15:00,1,EQ-00002,Preventive Maintenance,Breaker replaced,288,1353.92,Team B
MT-00937,2025-02-07 15:45:00,2,EQ-00037,Preventive Maintenance,Transformer cooling checked,143,1301.01,Team D
MT-00938,2025-04-25 12:30:00,11,EQ-00297,Component Replacement,Firmware updated,123,610.49,Team B
MT-00939,2025-08-12 16:00:00,14,EQ-00356,Corrective Maintenance,Loose connection repaired,85,2086.66,Team A
MT-00940,2025-06-26 20:45:00,17,EQ-00446,Component Replacement,Cable inspection completed,343,776.01,Team D
MT-00941,2025-02-26 22:15:00,15,EQ-00385,Component Replacement,Breaker replaced,29,2100.6,Team C
MT-00942,2025-05-14 07:00:00,8,EQ-00190,Corrective Maintenance,Transformer cooling checked,298,1109.68,Team A
MT-00943,2025-12-18 09:30:00,11,EQ-00294,Inspection,Transformer cooling checked,194,2012.51,Team B
MT-00944,2025-06-03 20:00:00,10,EQ-00257,Component Replacement,Breaker replaced,123,645.17,Team D
MT-00945,2025-03-10 22:45:00,11,EQ-00284,Inspection,Firmware updated,138,469.02,Team A
MT-00946,2025-06-24 09:15:00,11,EQ-00296,Preventive Maintenance,Inverter reset performed,328,957.98,Team B
MT-00947,2025-10-09 12:00:00,18,EQ-00466,Inspection,Firmware updated,157,2337.47,Team C
MT-00948,2025-09-06 22:15:00,8,EQ-00207,Component Replacement,Firmware updated,238,1200.0,Team A
MT-00949,2025-07-01 07:30:00,6,EQ-00136,Cleaning,Breaker replaced,351,631.66,Team B
MT-00950,2025-10-20 05:45:00,1,EQ-00009,Inspection,Breaker replaced,93,166.0,Team C
MT-00951,2025-03-12 07:30:00,9,EQ-00234,Corrective Maintenance,Sensor recalibrated,111,1100.67,Team C
MT-00952,2025-11-01 13:15:00,9,EQ-00231,Cleaning,Inverter reset performed,55,616.25,Team A
MT-00953,2025-06-20 23:15:00,14,EQ-00377,Corrective Maintenance,Breaker replaced,292,464.64,Team B
MT-00954,2025-05-03 10:30:00,1,EQ-00022,Corrective Maintenance,Firmware updated,81,945.77,Team D
MT-00955,2025-04-13 12:45:00,10,EQ-00264,Component Replacement,Breaker replaced,98,1583.67,Team D
MT-00956,2025-08-12 01:30:00,12,EQ-00319,Preventive Maintenance,Transformer cooling checked,278,1400.44,Team A
MT-00957,2025-05-05 08:00:00,20,EQ-00517,Inspection,Loose connection repaired,281,1420.08,Team B
MT-00958,2025-02-07 01:45:00,1,EQ-00021,Corrective Maintenance,Inverter reset performed,170,1866.6,Team B
MT-00959,2025-10-28 12:45:00,4,EQ-00097,Component Replacement,Inverter reset performed,69,1590.18,Team B
MT-00960,2025-11-06 15:45:00,6,EQ-00144,Corrective Maintenance,Panel cleaning completed,145,884.7,Team D
MT-00961,2025-09-25 04:45:00,13,EQ-00325,Preventive Maintenance,Firmware updated,317,1462.76,Team B
MT-00962,2025-05-01 16:45:00,7,EQ-00168,Component Replacement,Inverter reset performed,52,1081.06,Team C
MT-00963,2025-05-11 16:15:00,2,EQ-00030,Component Replacement,Breaker replaced,314,135.43,Team C
MT-00964,2025-08-23 05:15:00,2,EQ-00048,Preventive Maintenance,Sensor recalibrated,83,1368.3,Team B
MT-00965,2025-06-10 12:15:00,19,EQ-00495,Corrective Maintenance,Breaker replaced,290,2116.71,Team A
MT-00966,2025-06-02 13:45:00,9,EQ-00222,Cleaning,Transformer cooling checked,245,489.81,Team A
MT-00967,2025-11-18 21:30:00,3,EQ-00055,Component Replacement,Transformer cooling checked,46,1573.44,Team A
MT-00968,2025-01-03 23:15:00,15,EQ-00387,Inspection,Panel cleaning completed,166,100.82,Team A
MT-00969,2025-02-18 06:00:00,14,EQ-00369,Corrective Maintenance,Panel cleaning completed,24,1060.07,Team A
MT-00970,2025-10-27 21:30:00,4,EQ-00100,Corrective Maintenance,Loose connection repaired,21,738.5,Team C
MT-00971,2025-04-16 22:30:00,10,EQ-00245,Corrective Maintenance,Panel cleaning completed,327,381.69,Team A
MT-00972,2025-04-08 07:30:00,12,EQ-00323,Cleaning,Panel cleaning completed,17,1901.92,Team B
MT-00973,2025-03-18 00:45:00,20,EQ-00520,Inspection,Loose connection repaired,344,970.93,Team A
MT-00974,2025-10-03 23:30:00,20,EQ-00532,Cleaning,Inverter reset performed,148,1086.06,Team C
MT-00975,2025-08-22 04:45:00,15,EQ-00405,Preventive Maintenance,Inverter reset performed,227,258.47,Team C
MT-00976,2025-03-17 19:30:00,8,EQ-00210,Inspection,Panel cleaning completed,281,1899.61,Team A
MT-00977,2025-06-02 15:00:00,3,EQ-00076,Component Replacement,Sensor recalibrated,142,1174.57,Team D
MT-00978,2025-08-06 12:45:00,19,EQ-00493,Preventive Maintenance,Sensor recalibrated,139,463.94,Team C
MT-00979,2025-02-12 01:00:00,10,EQ-00266,Component Replacement,Loose connection repaired,182,806.07,Team B
MT-00980,2025-12-05 17:00:00,16,EQ-00427,Preventive Maintenance,Transformer cooling checked,283,1982.15,Team A
MT-00981,2025-04-25 16:15:00,5,EQ-00119,Preventive Maintenance,Sensor recalibrated,29,156.17,Team C
MT-00982,2025-09-29 01:30:00,16,EQ-00413,Inspection,Panel cleaning completed,155,976.65,Team B
MT-00983,2025-12-30 00:15:00,7,EQ-00172,Inspection,Panel cleaning completed,123,1195.72,Team D
MT-00984,2025-06-28 04:00:00,8,EQ-00198,Component Replacement,Transformer cooling checked,301,1821.18,Team D
MT-00985,2025-03-01 15:30:00,6,EQ-00156,Component Replacement,Panel cleaning completed,319,518.82,Team A
MT-00986,2025-12-20 02:15:00,20,EQ-00537,Preventive Maintenance,Breaker replaced,187,711.11,Team D
MT-00987,2025-09-17 15:00:00,8,EQ-00215,Component Replacement,Firmware updated,163,1842.82,Team B
MT-00988,2025-01-13 04:15:00,3,EQ-00068,Cleaning,Loose connection repaired,26,1654.18,Team C
MT-00989,2025-04-25 08:30:00,7,EQ-00173,Cleaning,Sensor recalibrated,322,728.47,Team C
MT-00990,2025-04-23 21:15:00,6,EQ-00151,Component Replacement,Inverter reset performed,261,2392.68,Team A
MT-00991,2025-02-07 17:15:00,6,EQ-00160,Preventive Maintenance,Loose connection repaired,212,1892.48,Team C
MT-00992,2025-05-21 04:15:00,8,EQ-00200,Component Replacement,Cable inspection completed,164,1751.67,Team B
MT-00993,2025-12-02 17:30:00,3,EQ-00069,Cleaning,Inverter reset performed,58,925.9,Team B
MT-00994,2025-08-01 19:15:00,3,EQ-00063,Inspection,Breaker replaced,338,1980.38,Team C
MT-00995,2025-10-05 15:15:00,15,EQ-00404,Inspection,Loose connection repaired,285,1960.46,Team D
MT-00996,2025-07-28 21:15:00,17,EQ-00452,Preventive Maintenance,Inverter reset performed,106,2464.95,Team D
MT-00997,2025-08-05 16:45:00,20,EQ-00537,Preventive Maintenance,Panel cleaning completed,233,2464.38,Team B
MT-00998,2025-12-17 04:30:00,9,EQ-00242,Preventive Maintenance,Transformer cooling checked,320,1650.63,Team D
MT-00999,2025-08-17 23:30:00,3,EQ-00077,Inspection,Transformer cooling checked,328,2433.13,Team A
MT-01000,2025-09-11 19:00:00,2,EQ-00038,Inspection,Panel cleaning completed,139,1351.43,Team C
MT-01001,2025-08-27 15:45:00,16,EQ-00413,Corrective Maintenance,Panel cleaning completed,202,1036.7,Team D
MT-01002,2025-02-22 22:30:00,12,EQ-00302,Corrective Maintenance,Firmware updated,256,1800.68,Team D
MT-01003,2025-09-06 18:30:00,10,EQ-00266,Component Replacement,Cable inspection completed,223,1099.1,Team A
MT-01004,2025-11-02 09:45:00,19,EQ-00500,Cleaning,Transformer cooling checked,244,637.48,Team B
MT-01005,2025-10-06 03:45:00,20,EQ-00520,Corrective Maintenance,Cable inspection completed,106,702.56,Team D
